url,AC,Alignment,CHA,Challenge Rating,CON,DEX,HP,INT,Languages,Passive Perception,Roll 0,Roll 1,Saving Throws,Senses,Size,Skills,Source,Speed,STR,Type,WIS,Spell Book,Immunities,Roll 2,Roll 3,Condition Immunities,Roll 4,Resistances,Vulnerabilities,Hit Dice,Legendary Roll 0
https://roll20.net/compendium/dnd5e/Monsters:Adult%20Silver%20Dragon#h-Adult%20Silver%20Dragon,19 (Natural Armor),Lawful Good,21,16,25,10,243 (18d12+126),16,"Common, Draconic",21,"Bite
1d20 + 13
2d10+8","Claw
1d20 + 13
2d6+8","Dex +5, Con +12, Wis +6, Cha +10","Blindsight 60 Ft., Darkvision 120 Ft.",Huge,"Arcana +8, History +8, Perception +11, Stealth +5",SRD 5.0,"40 ft., fly 80 ft.",27,Dragon,13,NA,Cold,"Tail
1d20 + 13
2d8+8","Cold Breath
1d20 + 0
13d8",NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Adult%20White%20Dragon#h-Adult%20White%20Dragon,18 (Natural Armor),Chaotic Evil,12,13,22,10,200 (16d12+96),8,"Common, Draconic",21,"Bite
1d20 + 11
2d10+6+1d8","Claw
1d20 + 11
2d6+6","Dex +5, Con +11, Wis +6, Cha +6","Blindsight 60 Ft., Darkvision 120 Ft.",Huge,"Perception +11, Stealth +5",SRD 5.0,"40 ft., Burrow 30 ft., fly 80 ft., swim 40 ft.",22,Dragon,12,NA,Cold,"Tail
1d20 + 11
2d8+6","Cold Breath
1d20 + 0
12d8",NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Air%20Elemental#h-Air%20Elemental,15,Neutral,6,5,14,20,90 (12d10+24),6,Auran,10,"Slam
1d20 + 8
2d8+5",NA,NA,Darkvision 60 Ft.,Large,NA,SRD 5.0,Fly 90 ft. (hover),14,Elemental,10,NA,Poison,NA,NA,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",NA,"Lightning; Thunder; Bludgeoning, Piercing, And Slashing From Nonmagical Weapons",NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ancient%20Black%20Dragon#h-Ancient%20Black%20Dragon,22 (Natural Armor),Chaotic Evil,19,21,25,14,367 (21d20+147),16,"Common, Draconic",26,"Bite
1d20 + 15
2d10+8+2d8","Claw
1d20 + 15
2d6+8","Dex +9, Con +14, Wis +9, Cha +11","Blindsight 60 Ft., Darkvision 120 Ft.",Gargantuan,"Perception +16, Stealth +9",SRD 5.0,"40 ft., fly 80 ft., swim 40 ft.",27,Dragon,15,NA,Acid,"Tail
1d20 + 15
2d8+8",NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ancient%20Blue%20Dragon#h-Ancient%20Blue%20Dragon,22 (Natural Armor),Lawful Evil,21,23,27,10,481 (26d20+208),18,"Common, Draconic",27,"Bite
1d20 + 16
2d10+9+2d10","Claw
1d20 + 16
2d6+9","Dex +7, Con +15, Wis +10, Cha +12","Blindsight 60 Ft., Darkvision 120 Ft.",Gargantuan,"Perception +17, Stealth +7",SRD 5.0,"40 ft., Burrow 40 ft., fly 80 ft.",29,Dragon,17,NA,Lightning,"Tail
1d20 + 16
2d8+9","Lightning Breath
1d20 + 0
16d10",NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ancient%20Brass%20Dragon#h-Ancient%20Brass%20Dragon,20 (Natural Armor),Chaotic Good,19,20,25,10,297 (17d20+119),16,"Common, Draconic",24,"Bite
1d20 + 14
2d10+8","Claw
1d20 + 14
2d6+8","Dex +6, Con +13, Wis +8, Cha +10","Blindsight 60 Ft., Darkvision 120 Ft.",Gargantuan,"History +9, Perception +14, Persuasion +10, Stealth +6",SRD 5.0,"40 ft., Burrow 40 ft., fly 80 ft.",27,Dragon,15,NA,Fire,"Tail
1d20 + 14
2d8+8","Fire Breath
1d20 + 0
16d6",NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ancient%20Bronze%20Dragon#h-Ancient%20Bronze%20Dragon,22 (Natural Armor),Lawful Good,21,22,27,10,444 (24d20+192),18,"Common, Draconic",27,"Bite
1d20 + 16
2d10+9","Claw
1d20 + 16
1d6+9","Dex +7, Con +15, Wis +10, Cha +12","Blindsight 60 Ft., Darkvision 120 Ft.",Gargantuan,"Insight +10, Perception +17, Stealth +7",SRD 5.0,"40 ft., fly 80 ft., swim 40 ft.",29,Dragon,17,NA,Lightning,"Tail
1d20 + 0
2d8+9","Lightning Breath
1d20 + 0
16d10",NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ancient%20Copper%20Dragon#h-Ancient%20Copper%20Dragon,21 (Natural Armor),Chaotic Good,19,21,25,12,350 (20d20+140),20,"Common, Draconic",27,"Bite
1d20 + 15
2d10+8","Claw
1d20 + 15
2d6+8","Dex +8, Con +14, Wis +10, Cha +11","Blindsight 60 Ft., Darkvision 120 Ft.",Gargantuan,"Deception +11, Perception +17, Stealth +8",SRD 5.0,"40 ft., climb 40 ft., fly 80 ft.",27,Dragon,17,NA,Acid,"Tail
1d20 + 15
2d8+8","Acid Breath
1d20 + 0
14d8",NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ancient%20Gold%20Dragon#h-Ancient%20Gold%20Dragon,22 (Natural Armor),Lawful Good,28,24,29,14,546 (28d20+252),18,"Common, Draconic",27,"Bite
1d20 + 17
2d10+10","Claw
1d20 + 17
2d6+10","Dex +9, Con +16, Wis +10, Cha +16","Blindsight 60 Ft., Darkvision 120 Ft.",Gargantuan,"Insight +10, Perception +17, Persuasion +16, Stealth +9",SRD 5.0,"40 ft., fly 80 ft., swim 40 ft.",30,Dragon,17,NA,Fire,"Tail
1d20 + 17
2d8+10","Fire Breath
1d20 + 0
13d10",NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ancient%20Green%20Dragon#h-Ancient%20Green%20Dragon,21 (Natural Armor),Lawful Evil,19,22,25,12,385 (22d20+154),20,"Common, Draconic",27,"Bite
1d20 + 15
2d10+9+3d6","Claw
1d20 + 15
4d6+8","Dex +8, Con +14, Wis +10, Cha +11","Blindsight 60 Ft., Darkvision 120 Ft.",Gargantuan,"Deception +11, Insight +10, Perception +17, Persuasion +11, Stealth +8",SRD 5.0,"40 ft., fly 80 ft., swim 40 ft.",27,Dragon,17,NA,Poison,"Tail
1d20 + 16
2d8+8","Poison Breath
1d20 + 0
22d6",Poisoned,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ancient%20Red%20Dragon#h-Ancient%20Red%20Dragon,22 (Natural Armor),Chaotic Evil,23,24,29,10,546 (28d20+252),18,"Common, Draconic",26,"Bite
1d20 + 17
2d10+10+4d6","Claw
1d20 + 17
2d6+10","Dex +7, Con +16, Wis +9, Cha +13","Blindsight 60 Ft., Darkvision 120 Ft.",Gargantuan,"Perception +16, Stealth +7",SRD 5.0,"40 ft., climb 40 ft., fly 80 ft.",30,Dragon,15,NA,Fire,"Tail
1d20 + 17
2d8+10","Fire Breath
1d20 + 0
26d6",NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ancient%20Silver%20Dragon#h-Ancient%20Silver%20Dragon,22 (Natural Armor),Lawful Good,23,23,29,10,487 (25d20+225),18,"Common, Draconic",26,"Bite
1d20 + 17
2d10+10","Claw
1d20 + 17
2d6+10","Dex +7, Con +16, Wis +9, Cha +13","Blindsight 60 Ft., Darkvision 120 Ft.",Gargantuan,"Arcana +11, History +11, Perception +16, Stealth +7",SRD 5.0,"40 ft., fly 80 ft.",30,Dragon,15,NA,Cold,"Tail
1d20 + 17
2d8+10","Cold Breath
1d20 + 0
15d8",NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ancient%20White%20Dragon#h-Ancient%20White%20Dragon,20 (Natural Armor),Chaotic Evil,14,20,26,10,333 (18d20+144),10,"Common, Draconic",23,"Bite
1d20 + 14
2d10+8+2d8","Claw
1d20 + 14
2d6+8","Dex +6, Con +14, Wis +7, Cha +8","Blindsight 60 Ft., Darkvision 120 Ft.",Gargantuan,"Perception +13, Stealth +6",SRD 5.0,"40 ft., Burrow 40 ft., fly 80 ft., swim 40 ft.",26,Dragon,13,NA,Cold,"Tail
1d20 + 14
2d8+8","Cold Breath
1d20 + 0
16d8",NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Androsphinx#h-Androsphinx,17 (Natural Armor),Lawful Neutral,23,17,20,10,199 (19d10+95),16,"Common, Sphinx",20,"Claw
1d20 + 12
2d10+6",NA,"Dex +6, Con +11, Int +9, Wis +10",Truesight 120 Ft.,Large,"Arcana +9, Perception +10, Religion +15",SRD 5.0,"40 ft., fly 60 ft.",22,Monstrosity,18,"Sacred Flame, Spare the Dying, Thaumaturgy, Command, Detect Evil and Good, Detect Magic, Lesser Restoration, Zone of Truth, Dispel Magic, Tongues, Banishment, Freedom of Movement, Flame Strike, Greater Restoration, Heroes' Feast","Psychic; Bludgeoning, Piercing, And Slashing From Nonmagical Weapons",NA,NA,"Charmed, Frightened",NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Animated%20Armor#h-Animated%20Armor,18 (Natural Armor),Unaligned,1,1,13,11,33 (6d8+6),1,NA,6,"1d20 + 4
1d6+2",NA,NA,Blindsight 60 Ft. (Blind Beyond This Radius),Medium,NA,SRD 5.0,25 ft.,14,Construct,3,NA,"Poison, Psychic",NA,NA,"Blinded, Charmed, Deafened, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned",NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ankheg#h-Ankheg,"14 (Natural Armor, 11 While Prone)",Unaligned,6,2,13,11,39 (6d10+6),1,NA,11,"Bite
1d20 + 5
2d6+3+1d6","Acid Spray
1d20 + 0
3d6",NA,"Darkvision 60 Ft., Tremorsense 60 Ft.",Large,NA,SRD 5.0,"30 ft., Burrow 10 ft.",17,Monstrosity,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Ape#h-Ape,12,Unaligned,7,1/2,14,14,19 (3d8+6),6,NA,13,"Fist
1d20 + 5
1d6+3","Rock
1d20 + 5
1d6+3",NA,NA,Medium,"Athletics +5, Perception +3",SRD 5.0,"30 ft., climb 30 ft.",16,Beast,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Archmage#h-Archmage,12 (15 With Mage Armor),Any Alignment,16,12,12,14,99 (18d8+18),20,Any Six Languages,12,"Dagger
1d20 + 6
1d4+2",NA,"Int +9, Wis +6",NA,Medium,"Arcana +13, History +13",SRD 5.0,30 ft.,10,Humanoid (Any Race),15,"Fire Bolt, Light, Mage Hand, Prestidigitation, Shocking Grasp, Detect Magic, Identify, Mage Armor, Magic Missile, Detect Thoughts, Mirror Image, Misty Step, Counterspell, Fly, Lightning Bolt, Banishment, Fire Shield, Stoneskin, Cone of Cold, Scrying, Wall of Force, Globe of Invulnerability, Teleport, Mind Blank, Time Stop",NA,NA,NA,NA,NA,"Damage From Spells; Non Magical Bludgeoning, Piercing, And Slashing (From Stoneskin)",NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Assassin#h-Assassin,15 (Studded Leather),Any Non-good Alignment,10,8,14,16,78 (12d8+24),13,Thieves' Cant Plus Any Two Languages,13,"1d20 + 6
1d6+3","1d20 + 6
1d8+3","Dex +6, Int +4",NA,Medium,"Acrobatics +6, Deception +3, Perception +3, Stealth +9",SRD 5.0,30 ft.,11,Humanoid (Any Race),11,NA,NA,NA,NA,NA,NA,Poison,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Awakened%20Shrub#h-Awakened%20Shrub,9,Unaligned,6,0,11,8,10 (3d6),10,One Language Known By Its Creator,10,"1d20 + 1
1d4-1",NA,NA,NA,Small,NA,SRD 5.0,20 ft.,3,Plant,10,NA,NA,NA,NA,NA,NA,Piercing,Fire,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Awakened%20Tree#h-Awakened%20Tree,13 (Natural Armor),Unaligned,7,2,15,6,59 (7d12+14),10,One Language Known By Its Creator,10,"1d20 + 6
3d6+4",NA,NA,NA,Huge,NA,SRD 5.0,20 ft.,19,Plant,10,NA,NA,NA,NA,NA,NA,"Bludgeoning, Piercing",Fire,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Axe%20Beak#h-Axe%20Beak,11,Unaligned,5,1/4,12,12,19 (3d10+3),2,NA,10,"Beak
1d20 + 4
1d8+2",NA,NA,NA,Large,NA,SRD 5.0,50 ft.,14,Beast,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Azer#h-Azer,"17 (Natural Armor, Shield)",Lawful Neutral,10,2,15,12,39 (6d8+12),12,Ignan,11,"Warhammer
1d20 + 5
1d8+3+1d6",NA,Con +4,NA,Medium,NA,SRD 5.0,30 ft.,17,Elemental,13,NA,"Fire, Poison",NA,NA,Poisoned,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Baboon#h-Baboon,12,Unaligned,6,0,11,14,3 (1d6),4,NA,11,"Bite
1d20 + 1
1d4-1",NA,NA,NA,Small,NA,SRD 5.0,"30 ft., climb 30 ft.",8,Beast,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Badger#h-Badger,10,Unaligned,5,0,12,11,3 (1d4+1),2,NA,11,"Bite
1d20 + 2
1",NA,NA,Darkvision 30 Ft.,Tiny,NA,SRD 5.0,"20 ft., Burrow 5 ft.",4,Beast,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Balor#h-Balor,19 (Natural Armor),Chaotic Evil,22,19,22,15,262 (21d12+126),20,"Abyssal, Telepathy 120 Ft.",13,"Longsword
1d20 + 14
3d8+8+3d8","Whip
1d20 + 14
2d6+8+3d6","Str +14, Con +12, Wis +9, Cha +12",Truesight 120 Ft.,Huge,NA,SRD 5.0,"40 ft., fly 80 ft.",26,Fiend (Demon),16,NA,"Fire, Poison",NA,NA,Poisoned,NA,"Cold, Lightning; Bludgeoning, Piercing, And Slashing From Nonmagical Weapons",NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Bandit#h-Bandit,12 (Leather Armor),Any Non-lawful Alignment,10,1/8,12,12,11 (2d8+2),10,Any One Language (Usually Common),10,"1d20 + 3
1d6+1","1d20 + 3
1d8+1",NA,NA,Medium,NA,SRD 5.0,30 ft.,11,Humanoid (Any Race),10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Bandit%20Captain#h-Bandit%20Captain,15 (Studded Leather),Any Non-lawful Alignment,14,2,14,16,65 (10d8+20),14,Any Two Languages,10,"Scimitar
1d20 + 5
1d6+3","Dagger
1d20 + 5
1d4+3","Str +4, Dex +5, Wis +2",NA,Medium,"Athletics +4, Deception +4",SRD 5.0,30 ft.,15,Humanoid (Any Race),11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Barbed%20Devil#h-Barbed%20Devil,15 (Natural Armor),Lawful Evil,14,5,18,17,110 (13d8+52),12,"Infernal, Telepathy 120 Ft.",18,"Claw
1d20 + 6
1d6+3","Tail
1d20 + 6
2d6+3","Str +6, Con +7, Wis +5, Cha +5",Darkvision 120 Ft.,Medium,"Deception +5, Insight +5, Perception +8",SRD 5.0,30 ft.,16,Fiend (Devil),14,NA,"Fire, Poison","Flame
1d20 + 5
3d6",NA,Poisoned,NA,"Cold; Bludgeoning, Piercing, And Slashing From Nonmagical Weapons That Aren't Silvered",NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Basilisk#h-Basilisk,12 (Natural Armor),Unaligned,7,3,15,8,52 (8d8+16),2,NA,9,"1d20 + 5
2d6+3+2d6",NA,NA,Darkvision 60 Ft.,Medium,NA,SRD 5.0,20 ft.,16,Monstrosity,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Bat#h-Bat,12,Unaligned,4,0,8,15,1 (1d4-1),2,NA,11,"Bite
1d20 + 0
1",NA,NA,Blindsight 60 Ft.,Tiny,NA,SRD 5.0,"5 ft., fly 30 ft.",2,Beast,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Bearded%20Devil#h-Bearded%20Devil,13 (Natural Armor),Lawful Evil,11,3,15,15,52 (8d8+16),9,"Infernal, Telepathy 120 Ft.",10,"Beard
1d20 + 5
1d8+2","Glaive
1d20 + 5
1d10+3","Str +5, Con +4, Wis +2",Darkvision 120 Ft.,Medium,NA,SRD 5.0,30 ft.,16,Fiend (Devil),11,NA,"Fire, Poison",NA,NA,Poisoned,NA,"Cold; Bludgeoning, Piercing, And Slashing From Nonmagical Weapons That Aren't Silvered",NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Behir#h-Behir,17 (Natural Armor),Neutral Evil,12,11,18,16,168 (16d12+64),7,Draconic,16,"Bite
1d20 + 10
3d10+6","Constrict
1d20 + 10
2d10+6+2d10+6",NA,Darkvision 90 Ft.,Huge,"Perception +6, Stealth +7",SRD 5.0,"50 ft., climb 40 ft.",23,Monstrosity,14,NA,Lightning,"Lightning Breath
1d20 + 0
12d10","Acid Damage
1d20 + 0
6d6",NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Berserker#h-Berserker,13 (Hide Armor),Any Chaotic Alignment,9,2,17,12,67 (9d8+27),9,Any One Language (Usually Common),10,"1d20 + 5
1d12+3",NA,NA,NA,Medium,NA,SRD 5.0,30 ft.,16,Humanoid (Any Race),11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Black%20Bear#h-Black%20Bear,11 (Natural Armor),Unaligned,7,1/2,14,10,19 (3d8+6),2,NA,13,"Bite
1d20 + 3
1d6+2","Claws
1d20 + 3
2d4+2",NA,NA,Medium,NA,SRD 5.0,"40 ft., climb 30 ft.",15,Beast,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Black%20Dragon%20Wyrmling#h-Black%20Dragon%20Wyrmling,17 (Natural Armor),Chaotic Evil,13,2,13,14,33 (6d8+6),10,Draconic,14,"Bite
1d20 + 4
1d10+2","Acid Breath
1d20 + 0
5d8","Dex +4, Con +3, Wis +2, Cha +3","Blindsight 10 Ft., Darkvision 60 Ft.",Medium,"Perception +4, Stealth +4",SRD 5.0,"30 ft., fly 60 ft., swim 30 ft.",15,Dragon,11,NA,Acid,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Black%20Pudding#h-Black%20Pudding,7,Unaligned,1,4,16,5,85 (10d10+30),1,NA,8,"Pseudopod
1d20 + 5
1d6+3+4d8",NA,NA,Blindsight 60 Ft. (Blind Beyond This Radius),Large,NA,SRD 5.0,"20 ft., climb 20 ft.",16,Ooze,6,NA,"Acid, Cold, Lightning, Slashing",NA,NA,"Blinded, Charmed, Deafened, Exhaustion, Frightened, Prone",NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Blink%20Dog#h-Blink%20Dog,13,Lawful Good,11,1/4,12,17,22 (4d8+4),10,"Blink Dog, Understands Sylvan But Can't Speak It",10,"Bite
1d20 + 3
1d6+1",NA,NA,NA,Medium,"Perception +3, Stealth +5",SRD 5.0,40 ft.,12,Fey,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Blood%20Hawk#h-Blood%20Hawk,12,Unaligned,5,1/8,10,14,7 (2d6),3,NA,14,"Beak
1d20 + 4
1d4+2",NA,NA,NA,Small,Perception +4,SRD 5.0,"10 ft., fly 60 ft.",6,Beast,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Blue%20Dragon%20Wyrmling#h-Blue%20Dragon%20Wyrmling,17 (Natural Armor),Lawful Evil,15,3,15,10,52 (8d8+16),12,Draconic,14,"Bite
1d20 + 5
1d10+3+1d6","Lightning Breath
1d20 + 0
4d10","Dex +2, Con +4, Wis +2, Cha +4","Blindsight 10 Ft., Darkvision 60 Ft.",Medium,"Perception +4, Stealth +2",SRD 5.0,"30 ft., Burrow 15 ft., fly 60 ft.",17,Dragon,11,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
https://roll20.net/compendium/dnd5e/Monsters:Boar#h-Boar,11 (Natural Armor),Unaligned,5,1/4,12,11,11 (2d8+2),2,NA,9,"Tusk
1d20 + 3
1d6+1",NA,NA,NA,Medium,NA,SRD 5.0,40 ft.,13,Beast,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
